sc_point_gid,class,capacity,capital_adder_per_mw,cf
47372,1,858.57,106751.34,0.197
47373,1,488.76,136421.71,0.1973
47374,1,640.7,187927.61,0.1964
47375,1,384.04,173259.31,0.1942
47376,1,90.21,373830.94,0.1957
47377,1,27.35,853658.03,0.1983
47378,1,57.23,4940536.11,0.2003
47379,1,14.14,3064219.46,0.1936
47380,1,23.64,1405589.93,0.1873
47381,1,136.6,366517.61,0.1789
47382,1,73.04,402184.97,0.1762
47383,1,16.13,422533.04,0.1779
47389,1,23.27,431636.57,0.2363
47390,2,6.47,599283.35,0.242
47393,2,11.54,401111.1,0.2478
47394,2,86.8,20565.63,0.2531
47395,2,307.23,-12120.3,0.252
47396,2,389.87,-28721.89,0.2514
47397,2,657.47,-30243.95,0.2497
47398,2,2337.59,-32255.98,0.2488
47399,2,1731.34,-36512.33,0.2483
47400,2,932.0,-40085.62,0.2477
47401,2,567.03,-27277.68,0.2427
47402,1,87.24,-24778.35,0.2397
47403,1,69.42,23500.73,0.2354
47404,1,16.33,242118.76,0.2335
47405,1,32.3,123214.2,0.2281
47406,1,167.62,-13333.39,0.2272
47407,1,21.96,201533.82,0.2285
47408,1,21.23,199440.81,0.2222
47409,1,37.77,98872.39,0.2185
47410,1,8.06,382092.18,0.2225
47412,1,124.5,-1422.05,0.21
47413,1,50.88,64139.95,0.214
47414,1,254.39,2144.06,0.2068
47415,1,975.33,4788.22,0.2053
47417,1,34.36,200213.94,0.208
47418,1,229.26,73773.97,0.2092
47419,1,15.35,363533.86,0.2111
47421,1,220.2,132153.62,0.2073
47422,1,9.04,484678.38,0.2077
47423,1,5.85,600925.89,0.2083
47427,1,16.27,477821.99,0.2134
47428,1,431.24,438789.46,0.2051
47429,1,51.99,512400.67,0.2009
47430,1,15.76,316156.17,0.1989
47431,1,10.04,758711.0,0.2046
47432,1,213.35,379332.21,0.2042
47437,1,174.29,136846.25,0.2316
47438,1,1061.66,159406.89,0.2343
47439,1,1025.68,173449.06,0.2336
47440,1,1786.55,208844.85,0.2346
47441,1,1805.64,182692.93,0.2345
47442,1,931.48,73237.86,0.2354
47443,1,684.29,98853.43,0.2353
47444,1,474.83,91133.05,0.2344
47445,1,74.28,54529.05,0.2361
47723,1,481.84,-1400.88,0.2093
