sc_point_gid,class,capacity,capital_adder_per_mw,cf
104364,2,1036.71,-7193.94,0.2463
104365,2,1196.35,14257.16,0.2464
104366,2,1140.13,-950.49,0.2454
104367,2,698.07,-2593.65,0.2458
104368,2,880.57,3898.72,0.2456
104369,2,897.98,26455.61,0.2441
104370,2,1101.97,26120.38,0.2447
104371,2,568.42,15426.5,0.2447
104372,2,656.75,25311.46,0.244
104373,2,649.2,47265.06,0.2438
104374,2,596.87,36826.05,0.2436
104375,2,498.58,42039.11,0.2434
104376,2,547.05,58136.08,0.2431
104377,2,561.73,61907.41,0.2423
104378,2,609.18,66032.91,0.2423
104379,2,900.92,89158.45,0.2422
104380,2,761.64,216220.57,0.2421
104381,2,698.44,79450.19,0.242
104382,2,1220.74,68067.06,0.2413
104383,2,1434.86,92774.11,0.2411
104384,2,2456.76,94080.65,0.2415
104385,2,2560.19,94300.56,0.2414
104386,2,1815.39,64813.83,0.2411
104387,1,992.95,38470.18,0.2404
104388,1,1941.93,45984.71,0.2398
