*i,month,r,value
hydNPND,SEP,p99,0.388
hydSD,APR,p1,0.822
hydSD,APR,p10,0.866
hydSD,APR,p100,0.844
hydSD,APR,p101,0.747
hydSD,APR,p103,0.911
hydSD,APR,p104,0.923
hydSD,APR,p105,0.813
hydSD,APR,p106,0.811
hydSD,APR,p107,0.834
hydSD,APR,p108,0.767
hydSD,APR,p109,0.794
hydSD,APR,p110,0.839
hydSD,APR,p111,0.819
hydSD,APR,p112,0.85
hydSD,APR,p113,0.837
hydSD,APR,p114,0.832
hydSD,APR,p115,0.85
hydSD,APR,p116,0.856
hydSD,APR,p117,0.864
hydSD,APR,p118,0.857
hydSD,APR,p119,0.856
hydSD,APR,p12,0.847
hydSD,APR,p121,0.849
hydSD,APR,p122,0.86
hydSD,APR,p123,0.856
hydSD,APR,p126,0.866
hydSD,APR,p127,0.878
hydSD,APR,p129,0.912
hydSD,APR,p130,0.916
hydSD,APR,p131,0.9
hydSD,APR,p132,0.88
hydSD,APR,p134,0.869
hydSD,APR,p14,0.911
hydSD,APR,p15,0.852
hydSD,APR,p16,0.734
hydSD,APR,p17,0.852
hydSD,APR,p18,0.748
hydSD,APR,p19,0.759
hydSD,APR,p2,0.854
hydSD,APR,p20,0.742
hydSD,APR,p21,0.669
hydSD,APR,p24,0.89
hydSD,APR,p25,0.855
hydSD,APR,p26,0.874
hydSD,APR,p27,0.893
hydSD,APR,p28,0.821
hydSD,APR,p3,0.878
hydSD,APR,p31,0.853
hydSD,APR,p32,0.761
hydSD,APR,p33,0.795
hydSD,APR,p34,0.802
hydSD,APR,p35,0.783
hydSD,APR,p36,0.815
hydSD,APR,p38,0.822
hydSD,APR,p39,0.887
hydSD,APR,p4,0.901
hydSD,APR,p40,0.867
hydSD,APR,p41,0.882
hydSD,APR,p42,0.742
hydSD,APR,p43,0.86
hydSD,APR,p44,0.844
hydSD,APR,p45,0.858
hydSD,APR,p46,0.907
hydSD,APR,p48,0.669
hydSD,APR,p5,0.818
hydSD,APR,p50,0.738
hydSD,APR,p51,0.754
hydSD,APR,p52,0.807
hydSD,APR,p53,0.661
hydSD,APR,p54,0.866
hydSD,APR,p55,0.786
hydSD,APR,p56,0.781
hydSD,APR,p57,0.721
hydSD,APR,p58,0.769
hydSD,APR,p59,0.861
hydSD,APR,p6,0.814
hydSD,APR,p61,0.849
hydSD,APR,p63,0.714
hydSD,APR,p64,0.712
hydSD,APR,p65,0.777
hydSD,APR,p66,0.726
hydSD,APR,p67,0.679
hydSD,APR,p68,0.811
hydSD,APR,p69,0.809
hydSD,APR,p7,0.875
hydSD,APR,p70,0.802
hydSD,APR,p71,0.771
hydSD,APR,p72,0.866
hydSD,APR,p73,0.842
hydSD,APR,p74,0.938
hydSD,APR,p75,0.916
hydSD,APR,p76,0.935
hydSD,APR,p77,0.936
hydSD,APR,p78,0.932
hydSD,APR,p8,0.898
hydSD,APR,p80,0.866
hydSD,APR,p81,0.865
hydSD,APR,p82,0.768
hydSD,APR,p83,0.804
hydSD,APR,p84,0.852
hydSD,APR,p85,0.809
hydSD,APR,p86,0.659
hydSD,APR,p87,0.734
hydSD,APR,p88,0.764
hydSD,APR,p89,0.764
hydSD,APR,p9,0.853
hydSD,APR,p90,0.784
hydSD,APR,p91,0.795
hydSD,APR,p92,0.822
hydSD,APR,p93,0.798
hydSD,APR,p94,0.782
hydSD,APR,p95,0.781
hydSD,APR,p96,0.79
hydSD,APR,p97,0.834
hydSD,APR,p98,0.774
hydSD,APR,p99,0.847
hydSD,AUG,p1,0.624
hydSD,AUG,p10,0.839
hydSD,AUG,p100,0.494
hydSD,AUG,p101,0.526
hydSD,AUG,p103,0.47
hydSD,AUG,p104,0.61
hydSD,AUG,p105,0.551
hydSD,AUG,p106,0.485
hydSD,AUG,p107,0.501
hydSD,AUG,p108,0.309
hydSD,AUG,p109,0.314
hydSD,AUG,p110,0.36
hydSD,AUG,p111,0.45
hydSD,AUG,p112,0.475
hydSD,AUG,p113,0.52
hydSD,AUG,p114,0.496
hydSD,AUG,p115,0.415
hydSD,AUG,p116,0.389
hydSD,AUG,p117,0.395
hydSD,AUG,p118,0.506
hydSD,AUG,p119,0.36
hydSD,AUG,p12,0.775
hydSD,AUG,p121,0.418
hydSD,AUG,p122,0.385
hydSD,AUG,p123,0.426
hydSD,AUG,p126,0.488
hydSD,AUG,p127,0.424
hydSD,AUG,p129,0.495
hydSD,AUG,p130,0.537
hydSD,AUG,p131,0.453
hydSD,AUG,p132,0.434
hydSD,AUG,p134,0.574
hydSD,AUG,p14,0.746
hydSD,AUG,p15,0.852
hydSD,AUG,p16,0.962
hydSD,AUG,p17,0.821
hydSD,AUG,p18,0.917
hydSD,AUG,p19,0.916
hydSD,AUG,p2,0.63
hydSD,AUG,p20,0.94
hydSD,AUG,p21,0.955
hydSD,AUG,p24,0.86
hydSD,AUG,p25,0.772
hydSD,AUG,p26,0.837
hydSD,AUG,p27,0.852
hydSD,AUG,p28,0.742
hydSD,AUG,p3,0.754
hydSD,AUG,p31,0.857
hydSD,AUG,p32,0.738
hydSD,AUG,p33,0.932
hydSD,AUG,p34,0.893
hydSD,AUG,p35,0.925
hydSD,AUG,p36,0.902
hydSD,AUG,p38,0.832
hydSD,AUG,p39,0.888
hydSD,AUG,p4,0.854
hydSD,AUG,p40,0.907
hydSD,AUG,p41,0.869
hydSD,AUG,p42,0.706
hydSD,AUG,p43,0.751
hydSD,AUG,p44,0.737
hydSD,AUG,p45,0.862
hydSD,AUG,p46,0.693
hydSD,AUG,p48,0.838
hydSD,AUG,p5,0.463
hydSD,AUG,p50,0.65
hydSD,AUG,p51,0.678
hydSD,AUG,p52,0.939
hydSD,AUG,p53,0.711
hydSD,AUG,p54,0.84
hydSD,AUG,p55,0.546
hydSD,AUG,p56,0.552
hydSD,AUG,p57,0.409
hydSD,AUG,p58,0.425
hydSD,AUG,p59,0.897
hydSD,AUG,p6,0.317
hydSD,AUG,p61,0.892
hydSD,AUG,p63,0.478
hydSD,AUG,p64,0.522
hydSD,AUG,p65,0.764
hydSD,AUG,p66,0.399
hydSD,AUG,p67,0.455
hydSD,AUG,p68,0.725
hydSD,AUG,p69,0.759
hydSD,AUG,p7,0.943
hydSD,AUG,p70,0.725
hydSD,AUG,p71,0.665
hydSD,AUG,p72,0.793
hydSD,AUG,p73,0.414
hydSD,AUG,p74,0.793
hydSD,AUG,p75,0.746
hydSD,AUG,p76,0.713
hydSD,AUG,p77,0.732
hydSD,AUG,p78,0.645
hydSD,AUG,p8,0.624
hydSD,AUG,p80,0.612
hydSD,AUG,p81,0.667
hydSD,AUG,p82,0.428
hydSD,AUG,p83,0.507
hydSD,AUG,p84,0.455
hydSD,AUG,p85,0.497
hydSD,AUG,p86,0.315
hydSD,AUG,p87,0.36
hydSD,AUG,p88,0.357
hydSD,AUG,p89,0.379
hydSD,AUG,p9,0.615
hydSD,AUG,p90,0.479
hydSD,AUG,p91,0.558
hydSD,AUG,p92,0.51
hydSD,AUG,p93,0.344
hydSD,AUG,p94,0.552
hydSD,AUG,p95,0.579
hydSD,AUG,p96,0.57
hydSD,AUG,p97,0.589
hydSD,AUG,p98,0.466
hydSD,AUG,p99,0.453
hydSD,DEC,p1,0.744
hydSD,DEC,p10,0.558
hydSD,DEC,p100,0.697
hydSD,DEC,p101,0.696
hydSD,DEC,p103,0.705
hydSD,DEC,p104,0.798
hydSD,DEC,p105,0.698
hydSD,DEC,p106,0.63
hydSD,DEC,p107,0.669
hydSD,DEC,p108,0.778
hydSD,DEC,p109,0.701
hydSD,DEC,p110,0.662
hydSD,DEC,p111,0.637
hydSD,DEC,p112,0.699
hydSD,DEC,p113,0.651
hydSD,DEC,p114,0.654
hydSD,DEC,p115,0.746
hydSD,DEC,p116,0.734
hydSD,DEC,p117,0.688
hydSD,DEC,p118,0.699
hydSD,DEC,p119,0.723
hydSD,DEC,p12,0.457
hydSD,DEC,p121,0.691
hydSD,DEC,p122,0.74
hydSD,DEC,p123,0.693
hydSD,DEC,p126,0.758
hydSD,DEC,p127,0.733
hydSD,DEC,p129,0.693
hydSD,DEC,p130,0.711
hydSD,DEC,p131,0.754
hydSD,DEC,p132,0.754
hydSD,DEC,p134,0.656
hydSD,DEC,p14,0.495
hydSD,DEC,p15,0.487
hydSD,DEC,p16,0.431
hydSD,DEC,p17,0.569
hydSD,DEC,p18,0.462
hydSD,DEC,p19,0.411
hydSD,DEC,p2,0.716
hydSD,DEC,p20,0.467
hydSD,DEC,p21,0.386
hydSD,DEC,p24,0.436
hydSD,DEC,p25,0.485
hydSD,DEC,p26,0.532
hydSD,DEC,p27,0.536
hydSD,DEC,p28,0.625
hydSD,DEC,p3,0.633
hydSD,DEC,p31,0.392
hydSD,DEC,p32,0.535
hydSD,DEC,p33,0.499
hydSD,DEC,p34,0.455
hydSD,DEC,p35,0.51
hydSD,DEC,p36,0.532
hydSD,DEC,p38,0.518
hydSD,DEC,p39,0.458
hydSD,DEC,p4,0.74
hydSD,DEC,p40,0.502
hydSD,DEC,p41,0.541
hydSD,DEC,p42,0.504
hydSD,DEC,p43,0.639
hydSD,DEC,p44,0.342
hydSD,DEC,p45,0.487
hydSD,DEC,p46,0.566
hydSD,DEC,p48,0.372
hydSD,DEC,p5,0.851
hydSD,DEC,p50,0.498
hydSD,DEC,p51,0.443
hydSD,DEC,p52,0.569
hydSD,DEC,p53,0.415
hydSD,DEC,p54,0.491
hydSD,DEC,p55,0.597
hydSD,DEC,p56,0.648
hydSD,DEC,p57,0.577
hydSD,DEC,p58,0.663
hydSD,DEC,p59,0.366
hydSD,DEC,p6,0.788
hydSD,DEC,p61,0.374
hydSD,DEC,p63,0.521
hydSD,DEC,p64,0.547
hydSD,DEC,p65,0.486
hydSD,DEC,p66,0.637
hydSD,DEC,p67,0.524
hydSD,DEC,p68,0.294
hydSD,DEC,p69,0.38
hydSD,DEC,p7,0.507
hydSD,DEC,p70,0.358
hydSD,DEC,p71,0.36
hydSD,DEC,p72,0.512
hydSD,DEC,p73,0.675
hydSD,DEC,p74,0.796
hydSD,DEC,p75,0.776
hydSD,DEC,p76,0.681
hydSD,DEC,p77,0.611
hydSD,DEC,p78,0.622
hydSD,DEC,p8,0.818
hydSD,DEC,p80,0.661
hydSD,DEC,p81,0.563
hydSD,DEC,p82,0.499
hydSD,DEC,p83,0.63
hydSD,DEC,p84,0.727
hydSD,DEC,p85,0.657
hydSD,DEC,p86,0.68
hydSD,DEC,p87,0.712
hydSD,DEC,p88,0.756
hydSD,DEC,p89,0.744
hydSD,DEC,p9,0.649
hydSD,DEC,p90,0.756
hydSD,DEC,p91,0.759
hydSD,DEC,p92,0.755
hydSD,DEC,p93,0.719
hydSD,DEC,p94,0.753
hydSD,DEC,p95,0.746
hydSD,DEC,p96,0.755
hydSD,DEC,p97,0.754
hydSD,DEC,p98,0.707
hydSD,DEC,p99,0.695
hydSD,FEB,p1,0.744
hydSD,FEB,p10,0.558
hydSD,FEB,p100,0.697
hydSD,FEB,p101,0.696
hydSD,FEB,p103,0.705
hydSD,FEB,p104,0.798
hydSD,FEB,p105,0.698
hydSD,FEB,p106,0.63
hydSD,FEB,p107,0.669
hydSD,FEB,p108,0.778
hydSD,FEB,p109,0.701
hydSD,FEB,p110,0.662
hydSD,FEB,p111,0.637
hydSD,FEB,p112,0.699
hydSD,FEB,p113,0.651
hydSD,FEB,p114,0.654
hydSD,FEB,p115,0.746
hydSD,FEB,p116,0.734
hydSD,FEB,p117,0.688
hydSD,FEB,p118,0.699
hydSD,FEB,p119,0.723
hydSD,FEB,p12,0.457
hydSD,FEB,p121,0.691
hydSD,FEB,p122,0.74
hydSD,FEB,p123,0.693
hydSD,FEB,p126,0.758
hydSD,FEB,p127,0.733
hydSD,FEB,p129,0.693
hydSD,FEB,p130,0.711
hydSD,FEB,p131,0.754
hydSD,FEB,p132,0.754
hydSD,FEB,p134,0.656
hydSD,FEB,p14,0.495
hydSD,FEB,p15,0.487
hydSD,FEB,p16,0.431
hydSD,FEB,p17,0.569
hydSD,FEB,p18,0.462
hydSD,FEB,p19,0.411
hydSD,FEB,p2,0.716
hydSD,FEB,p20,0.467
hydSD,FEB,p21,0.386
hydSD,FEB,p24,0.436
hydSD,FEB,p25,0.485
hydSD,FEB,p26,0.532
hydSD,FEB,p27,0.536
hydSD,FEB,p28,0.625
hydSD,FEB,p3,0.633
hydSD,FEB,p31,0.392
hydSD,FEB,p32,0.535
hydSD,FEB,p33,0.499
hydSD,FEB,p34,0.455
hydSD,FEB,p35,0.51
hydSD,FEB,p36,0.532
hydSD,FEB,p38,0.518
hydSD,FEB,p39,0.458
hydSD,FEB,p4,0.74
hydSD,FEB,p40,0.502
hydSD,FEB,p41,0.541
hydSD,FEB,p42,0.504
hydSD,FEB,p43,0.639
hydSD,FEB,p44,0.342
hydSD,FEB,p45,0.487
hydSD,FEB,p46,0.566
hydSD,FEB,p48,0.372
hydSD,FEB,p5,0.851
hydSD,FEB,p50,0.498
hydSD,FEB,p51,0.443
hydSD,FEB,p52,0.569
hydSD,FEB,p53,0.415
hydSD,FEB,p54,0.491
hydSD,FEB,p55,0.597
hydSD,FEB,p56,0.648
hydSD,FEB,p57,0.577
hydSD,FEB,p58,0.663
hydSD,FEB,p59,0.366
hydSD,FEB,p6,0.788
hydSD,FEB,p61,0.374
hydSD,FEB,p63,0.521
hydSD,FEB,p64,0.547
hydSD,FEB,p65,0.486
hydSD,FEB,p66,0.637
hydSD,FEB,p67,0.524
hydSD,FEB,p68,0.294
hydSD,FEB,p69,0.38
hydSD,FEB,p7,0.507
hydSD,FEB,p70,0.358
hydSD,FEB,p71,0.36
hydSD,FEB,p72,0.512
hydSD,FEB,p73,0.675
hydSD,FEB,p74,0.796
hydSD,FEB,p75,0.776
hydSD,FEB,p76,0.681
hydSD,FEB,p77,0.611
hydSD,FEB,p78,0.622
hydSD,FEB,p8,0.818
hydSD,FEB,p80,0.661
hydSD,FEB,p81,0.563
hydSD,FEB,p82,0.499
hydSD,FEB,p83,0.63
hydSD,FEB,p84,0.727
hydSD,FEB,p85,0.657
hydSD,FEB,p86,0.68
hydSD,FEB,p87,0.712
hydSD,FEB,p88,0.756
hydSD,FEB,p89,0.744
hydSD,FEB,p9,0.649
hydSD,FEB,p90,0.756
hydSD,FEB,p91,0.759
hydSD,FEB,p92,0.755
hydSD,FEB,p93,0.719
hydSD,FEB,p94,0.753
hydSD,FEB,p95,0.746
hydSD,FEB,p96,0.755
hydSD,FEB,p97,0.754
hydSD,FEB,p98,0.707
hydSD,FEB,p99,0.695
hydSD,JAN,p1,0.744
hydSD,JAN,p10,0.558
hydSD,JAN,p100,0.697
hydSD,JAN,p101,0.696
hydSD,JAN,p103,0.705
hydSD,JAN,p104,0.798
hydSD,JAN,p105,0.698
hydSD,JAN,p106,0.63
hydSD,JAN,p107,0.669
hydSD,JAN,p108,0.778
hydSD,JAN,p109,0.701
hydSD,JAN,p110,0.662
hydSD,JAN,p111,0.637
hydSD,JAN,p112,0.699
hydSD,JAN,p113,0.651
hydSD,JAN,p114,0.654
hydSD,JAN,p115,0.746
hydSD,JAN,p116,0.734
hydSD,JAN,p117,0.688
hydSD,JAN,p118,0.699
hydSD,JAN,p119,0.723
hydSD,JAN,p12,0.457
hydSD,JAN,p121,0.691
hydSD,JAN,p122,0.74
hydSD,JAN,p123,0.693
hydSD,JAN,p126,0.758
hydSD,JAN,p127,0.733
hydSD,JAN,p129,0.693
hydSD,JAN,p130,0.711
hydSD,JAN,p131,0.754
hydSD,JAN,p132,0.754
hydSD,JAN,p134,0.656
hydSD,JAN,p14,0.495
hydSD,JAN,p15,0.487
hydSD,JAN,p16,0.431
hydSD,JAN,p17,0.569
hydSD,JAN,p18,0.462
hydSD,JAN,p19,0.411
hydSD,JAN,p2,0.716
hydSD,JAN,p20,0.467
hydSD,JAN,p21,0.386
hydSD,JAN,p24,0.436
hydSD,JAN,p25,0.485
hydSD,JAN,p26,0.532
hydSD,JAN,p27,0.536
hydSD,JAN,p28,0.625
hydSD,JAN,p3,0.633
hydSD,JAN,p31,0.392
hydSD,JAN,p32,0.535
hydSD,JAN,p33,0.499
hydSD,JAN,p34,0.455
hydSD,JAN,p35,0.51
hydSD,JAN,p36,0.532
hydSD,JAN,p38,0.518
hydSD,JAN,p39,0.458
hydSD,JAN,p4,0.74
hydSD,JAN,p40,0.502
hydSD,JAN,p41,0.541
hydSD,JAN,p42,0.504
hydSD,JAN,p43,0.639
hydSD,JAN,p44,0.342
hydSD,JAN,p45,0.487
hydSD,JAN,p46,0.566
hydSD,JAN,p48,0.372
hydSD,JAN,p5,0.851
hydSD,JAN,p50,0.498
hydSD,JAN,p51,0.443
hydSD,JAN,p52,0.569
hydSD,JAN,p53,0.415
hydSD,JAN,p54,0.491
hydSD,JAN,p55,0.597
hydSD,JAN,p56,0.648
hydSD,JAN,p57,0.577
hydSD,JAN,p58,0.663
hydSD,JAN,p59,0.366
hydSD,JAN,p6,0.788
hydSD,JAN,p61,0.374
hydSD,JAN,p63,0.521
hydSD,JAN,p64,0.547
hydSD,JAN,p65,0.486
hydSD,JAN,p66,0.637
hydSD,JAN,p67,0.524
hydSD,JAN,p68,0.294
hydSD,JAN,p69,0.38
hydSD,JAN,p7,0.507
hydSD,JAN,p70,0.358
hydSD,JAN,p71,0.36
hydSD,JAN,p72,0.512
hydSD,JAN,p73,0.675
hydSD,JAN,p74,0.796
hydSD,JAN,p75,0.776
hydSD,JAN,p76,0.681
hydSD,JAN,p77,0.611
hydSD,JAN,p78,0.622
hydSD,JAN,p8,0.818
hydSD,JAN,p80,0.661
hydSD,JAN,p81,0.563
hydSD,JAN,p82,0.499
hydSD,JAN,p83,0.63
hydSD,JAN,p84,0.727
hydSD,JAN,p85,0.657
hydSD,JAN,p86,0.68
hydSD,JAN,p87,0.712
hydSD,JAN,p88,0.756
hydSD,JAN,p89,0.744
hydSD,JAN,p9,0.649
hydSD,JAN,p90,0.756
hydSD,JAN,p91,0.759
hydSD,JAN,p92,0.755
hydSD,JAN,p93,0.719
hydSD,JAN,p94,0.753
hydSD,JAN,p95,0.746
hydSD,JAN,p96,0.755
hydSD,JAN,p97,0.754
hydSD,JAN,p98,0.707
hydSD,JAN,p99,0.695
hydSD,JUL,p1,0.624
hydSD,JUL,p10,0.839
hydSD,JUL,p100,0.494
hydSD,JUL,p101,0.526
hydSD,JUL,p103,0.47
hydSD,JUL,p104,0.61
hydSD,JUL,p105,0.551
hydSD,JUL,p106,0.485
hydSD,JUL,p107,0.501
hydSD,JUL,p108,0.309
hydSD,JUL,p109,0.314
hydSD,JUL,p110,0.36
hydSD,JUL,p111,0.45
hydSD,JUL,p112,0.475
hydSD,JUL,p113,0.52
hydSD,JUL,p114,0.496
hydSD,JUL,p115,0.415
hydSD,JUL,p116,0.389
hydSD,JUL,p117,0.395
hydSD,JUL,p118,0.506
hydSD,JUL,p119,0.36
hydSD,JUL,p12,0.775
hydSD,JUL,p121,0.418
hydSD,JUL,p122,0.385
hydSD,JUL,p123,0.426
hydSD,JUL,p126,0.488
hydSD,JUL,p127,0.424
hydSD,JUL,p129,0.495
hydSD,JUL,p130,0.537
hydSD,JUL,p131,0.453
hydSD,JUL,p132,0.434
hydSD,JUL,p134,0.574
hydSD,JUL,p14,0.746
hydSD,JUL,p15,0.852
hydSD,JUL,p16,0.962
hydSD,JUL,p17,0.821
hydSD,JUL,p18,0.917
hydSD,JUL,p19,0.916
hydSD,JUL,p2,0.63
hydSD,JUL,p20,0.94
hydSD,JUL,p21,0.955
hydSD,JUL,p24,0.86
hydSD,JUL,p25,0.772
hydSD,JUL,p26,0.837
hydSD,JUL,p27,0.852
hydSD,JUL,p28,0.742
hydSD,JUL,p3,0.754
hydSD,JUL,p31,0.857
hydSD,JUL,p32,0.738
hydSD,JUL,p33,0.932
hydSD,JUL,p34,0.893
hydSD,JUL,p35,0.925
hydSD,JUL,p36,0.902
hydSD,JUL,p38,0.832
hydSD,JUL,p39,0.888
hydSD,JUL,p4,0.854
hydSD,JUL,p40,0.907
hydSD,JUL,p41,0.869
hydSD,JUL,p42,0.706
hydSD,JUL,p43,0.751
hydSD,JUL,p44,0.737
hydSD,JUL,p45,0.862
hydSD,JUL,p46,0.693
hydSD,JUL,p48,0.838
hydSD,JUL,p5,0.463
hydSD,JUL,p50,0.65
hydSD,JUL,p51,0.678
hydSD,JUL,p52,0.939
hydSD,JUL,p53,0.711
hydSD,JUL,p54,0.84
hydSD,JUL,p55,0.546
hydSD,JUL,p56,0.552
hydSD,JUL,p57,0.409
hydSD,JUL,p58,0.425
hydSD,JUL,p59,0.897
hydSD,JUL,p6,0.317
hydSD,JUL,p61,0.892
hydSD,JUL,p63,0.478
hydSD,JUL,p64,0.522
hydSD,JUL,p65,0.764
hydSD,JUL,p66,0.399
hydSD,JUL,p67,0.455
hydSD,JUL,p68,0.725
hydSD,JUL,p69,0.759
hydSD,JUL,p7,0.943
hydSD,JUL,p70,0.725
hydSD,JUL,p71,0.665
hydSD,JUL,p72,0.793
hydSD,JUL,p73,0.414
hydSD,JUL,p74,0.793
hydSD,JUL,p75,0.746
hydSD,JUL,p76,0.713
hydSD,JUL,p77,0.732
hydSD,JUL,p78,0.645
hydSD,JUL,p8,0.624
hydSD,JUL,p80,0.612
hydSD,JUL,p81,0.667
hydSD,JUL,p82,0.428
hydSD,JUL,p83,0.507
hydSD,JUL,p84,0.455
hydSD,JUL,p85,0.497
hydSD,JUL,p86,0.315
hydSD,JUL,p87,0.36
hydSD,JUL,p88,0.357
hydSD,JUL,p89,0.379
hydSD,JUL,p9,0.615
hydSD,JUL,p90,0.479
hydSD,JUL,p91,0.558
hydSD,JUL,p92,0.51
hydSD,JUL,p93,0.344
hydSD,JUL,p94,0.552
hydSD,JUL,p95,0.579
hydSD,JUL,p96,0.57
hydSD,JUL,p97,0.589
hydSD,JUL,p98,0.466
hydSD,JUL,p99,0.453
hydSD,JUN,p1,0.624
hydSD,JUN,p10,0.839
hydSD,JUN,p100,0.494
hydSD,JUN,p101,0.526
hydSD,JUN,p103,0.47
hydSD,JUN,p104,0.61
hydSD,JUN,p105,0.551
hydSD,JUN,p106,0.485
hydSD,JUN,p107,0.501
hydSD,JUN,p108,0.309
hydSD,JUN,p109,0.314
hydSD,JUN,p110,0.36
hydSD,JUN,p111,0.45
hydSD,JUN,p112,0.475
hydSD,JUN,p113,0.52
hydSD,JUN,p114,0.496
hydSD,JUN,p115,0.415
hydSD,JUN,p116,0.389
hydSD,JUN,p117,0.395
hydSD,JUN,p118,0.506
hydSD,JUN,p119,0.36
hydSD,JUN,p12,0.775
hydSD,JUN,p121,0.418
hydSD,JUN,p122,0.385
hydSD,JUN,p123,0.426
hydSD,JUN,p126,0.488
hydSD,JUN,p127,0.424
hydSD,JUN,p129,0.495
hydSD,JUN,p130,0.537
hydSD,JUN,p131,0.453
hydSD,JUN,p132,0.434
hydSD,JUN,p134,0.574
hydSD,JUN,p14,0.746
hydSD,JUN,p15,0.852
hydSD,JUN,p16,0.962
hydSD,JUN,p17,0.821
hydSD,JUN,p18,0.917
hydSD,JUN,p19,0.916
hydSD,JUN,p2,0.63
hydSD,JUN,p20,0.94
hydSD,JUN,p21,0.955
hydSD,JUN,p24,0.86
hydSD,JUN,p25,0.772
hydSD,JUN,p26,0.837
hydSD,JUN,p27,0.852
hydSD,JUN,p28,0.742
hydSD,JUN,p3,0.754
hydSD,JUN,p31,0.857
hydSD,JUN,p32,0.738
hydSD,JUN,p33,0.932
hydSD,JUN,p34,0.893
hydSD,JUN,p35,0.925
hydSD,JUN,p36,0.902
hydSD,JUN,p38,0.832
hydSD,JUN,p39,0.888
hydSD,JUN,p4,0.854
hydSD,JUN,p40,0.907
hydSD,JUN,p41,0.869
hydSD,JUN,p42,0.706
hydSD,JUN,p43,0.751
hydSD,JUN,p44,0.737
hydSD,JUN,p45,0.862
hydSD,JUN,p46,0.693
hydSD,JUN,p48,0.838
hydSD,JUN,p5,0.463
hydSD,JUN,p50,0.65
hydSD,JUN,p51,0.678
hydSD,JUN,p52,0.939
hydSD,JUN,p53,0.711
hydSD,JUN,p54,0.84
hydSD,JUN,p55,0.546
hydSD,JUN,p56,0.552
hydSD,JUN,p57,0.409
hydSD,JUN,p58,0.425
hydSD,JUN,p59,0.897
hydSD,JUN,p6,0.317
hydSD,JUN,p61,0.892
hydSD,JUN,p63,0.478
hydSD,JUN,p64,0.522
hydSD,JUN,p65,0.764
hydSD,JUN,p66,0.399
hydSD,JUN,p67,0.455
hydSD,JUN,p68,0.725
hydSD,JUN,p69,0.759
hydSD,JUN,p7,0.943
hydSD,JUN,p70,0.725
hydSD,JUN,p71,0.665
hydSD,JUN,p72,0.793
hydSD,JUN,p73,0.414
hydSD,JUN,p74,0.793
hydSD,JUN,p75,0.746
hydSD,JUN,p76,0.713
hydSD,JUN,p77,0.732
hydSD,JUN,p78,0.645
hydSD,JUN,p8,0.624
hydSD,JUN,p80,0.612
hydSD,JUN,p81,0.667
hydSD,JUN,p82,0.428
hydSD,JUN,p83,0.507
hydSD,JUN,p84,0.455
hydSD,JUN,p85,0.497
hydSD,JUN,p86,0.315
hydSD,JUN,p87,0.36
hydSD,JUN,p88,0.357
hydSD,JUN,p89,0.379
hydSD,JUN,p9,0.615
hydSD,JUN,p90,0.479
hydSD,JUN,p91,0.558
hydSD,JUN,p92,0.51
hydSD,JUN,p93,0.344
hydSD,JUN,p94,0.552
hydSD,JUN,p95,0.579
hydSD,JUN,p96,0.57
hydSD,JUN,p97,0.589
hydSD,JUN,p98,0.466
hydSD,JUN,p99,0.453
hydSD,MAR,p1,0.822
hydSD,MAR,p10,0.866
hydSD,MAR,p100,0.844
hydSD,MAR,p101,0.747
hydSD,MAR,p103,0.911
hydSD,MAR,p104,0.923
hydSD,MAR,p105,0.813
hydSD,MAR,p106,0.811
hydSD,MAR,p107,0.834
hydSD,MAR,p108,0.767
hydSD,MAR,p109,0.794
hydSD,MAR,p110,0.839
hydSD,MAR,p111,0.819
hydSD,MAR,p112,0.85
hydSD,MAR,p113,0.837
hydSD,MAR,p114,0.832
hydSD,MAR,p115,0.85
hydSD,MAR,p116,0.856
hydSD,MAR,p117,0.864
hydSD,MAR,p118,0.857
hydSD,MAR,p119,0.856
hydSD,MAR,p12,0.847
hydSD,MAR,p121,0.849
hydSD,MAR,p122,0.86
hydSD,MAR,p123,0.856
hydSD,MAR,p126,0.866
hydSD,MAR,p127,0.878
hydSD,MAR,p129,0.912
hydSD,MAR,p130,0.916
hydSD,MAR,p131,0.9
hydSD,MAR,p132,0.88
hydSD,MAR,p134,0.869
hydSD,MAR,p14,0.911
hydSD,MAR,p15,0.852
hydSD,MAR,p16,0.734
hydSD,MAR,p17,0.852
hydSD,MAR,p18,0.748
hydSD,MAR,p19,0.759
hydSD,MAR,p2,0.854
hydSD,MAR,p20,0.742
hydSD,MAR,p21,0.669
hydSD,MAR,p24,0.89
hydSD,MAR,p25,0.855
hydSD,MAR,p26,0.874
hydSD,MAR,p27,0.893
hydSD,MAR,p28,0.821
hydSD,MAR,p3,0.878
hydSD,MAR,p31,0.853
hydSD,MAR,p32,0.761
hydSD,MAR,p33,0.795
hydSD,MAR,p34,0.802
hydSD,MAR,p35,0.783
hydSD,MAR,p36,0.815
hydSD,MAR,p38,0.822
hydSD,MAR,p39,0.887
hydSD,MAR,p4,0.901
hydSD,MAR,p40,0.867
hydSD,MAR,p41,0.882
hydSD,MAR,p42,0.742
hydSD,MAR,p43,0.86
hydSD,MAR,p44,0.844
hydSD,MAR,p45,0.858
hydSD,MAR,p46,0.907
hydSD,MAR,p48,0.669
hydSD,MAR,p5,0.818
hydSD,MAR,p50,0.738
hydSD,MAR,p51,0.754
hydSD,MAR,p52,0.807
