Year,Utility Name,State,Trn - Total Transmission Plant,Dis - Total Distribution Plant,Gen - Total General Plant
2019,Southern California Edison Co,CA,1015401939,2265493233,374083745
2018,Southern California Edison Co,CA,737487386,1742270094,267763286
2017,Southern California Edison Co,CA,646614145,1608679807,368389214
2016,Southern California Edison Co,CA,1033844125,1615935657,301114412
2015,Southern California Edison Co,CA,1242955246,1822202964,234542851
2014,Southern California Edison Co,CA,1314334297,1534332870,297890387
2013,Southern California Edison Co,CA,2118269358,1137077960,315870690
2012,Southern California Edison Co,CA,1023433338,1204491375,468834767
2011,Southern California Edison Co,CA,369333239,1322852106,430105298
2010,Southern California Edison Co,CA,402079316,1388422546,294926258
2009,Southern California Edison Co,CA,835155700,1089266804,205713625
2008,Southern California Edison Co,CA,125696405,694821548,140569656
2007,Southern California Edison Co,CA,307343181,925981114,234485565
2006,Southern California Edison Co,CA,355829337,880775420,106205604
2005,Southern California Edison Co,CA,305953964,794556864,127792365
2004,Southern California Edison Co,CA,255045782,630618999,88658811
2003,Southern California Edison Co,CA,168002508,604075462,131211535
2002,Southern California Edison Co,CA,145105242,577386987,104949020
2001,Southern California Edison Co,CA,108153529,353028749,51731959
2000,Southern California Edison Co,CA,167481935,460647610,135312599
1999,Southern California Edison Co,CA,148669915,452322071,156572073
1998,Southern California Edison Co,CA,103779509,354492154,152375865
1997,Southern California Edison Co,CA,60053186,318695747,77366844
1996,Southern California Edison Co,CA,100382434,310420537,159581792
1995,Southern California Edison Co,CA,138113110,349818474,144779348
1994,Southern California Edison Co,CA,74247985,311141107,161891599
2019,Southern Electric Generating Co,AL,1944758,0,0
2018,Southern Electric Generating Co,AL,136919,0,0
2017,Southern Electric Generating Co,AL,845429,0,0
2016,Southern Electric Generating Co,AL,916067,0,0
2015,Southern Electric Generating Co,AL,1935154,0,0
2014,Southern Electric Generating Co,AL,93373,0,0
2013,Southern Electric Generating Co,AL,569250,0,0
2012,Southern Electric Generating Co,AL,15657880,0,0
2011,Southern Electric Generating Co,AL,667124,0,0
2010,Southern Electric Generating Co,AL,1120851,0,0
2009,Southern Electric Generating Co,AL,385063,0,0
2008,Southern Electric Generating Co,AL,285424,0,0
2007,Southern Electric Generating Co,AL,118511,0,0
2006,Southern Electric Generating Co,AL,1441194,0,0
2005,Southern Electric Generating Co,AL,7326258,0,0
2004,Southern Electric Generating Co,AL,1322812,0,0
2003,Southern Electric Generating Co,AL,1293262,0,0
2002,Southern Electric Generating Co,AL,0,0,0
2001,Southern Electric Generating Co,AL,7608,0,0
2000,Southern Electric Generating Co,AL,0,0,-689800
1999,Southern Electric Generating Co,AL,0,0,0
1998,Southern Electric Generating Co,AL,5705,0,37357
1997,Southern Electric Generating Co,AL,0,0,0
1996,Southern Electric Generating Co,AL,308143,0,6315
1995,Southern Electric Generating Co,AL,793714,0,1365694
1994,Southern Electric Generating Co,AL,152139,0,0
2019,Southern Indiana Gas & Electric Co,IN,24433396,89112060,8050002
2018,Southern Indiana Gas & Electric Co,IN,20428007,67001214,14361098
2017,Southern Indiana Gas & Electric Co,IN,12053650,46974908,4538145
2016,Southern Indiana Gas & Electric Co,IN,17189585,31886171,4229137
2015,Southern Indiana Gas & Electric Co,IN,8640009,31882907,3254983
2014,Southern Indiana Gas & Electric Co,IN,23338103,27089677,1601800
2013,Southern Indiana Gas & Electric Co,IN,12116957,22237849,1536887
2012,Southern Indiana Gas & Electric Co,IN,66424475,30247663,2104259
2011,Southern Indiana Gas & Electric Co,IN,6482848,25049487,1426465
2010,Southern Indiana Gas & Electric Co,IN,75356805,19767533,1960830
2009,Southern Indiana Gas & Electric Co,IN,34728445,56631744,1929329
2008,Southern Indiana Gas & Electric Co,IN,14561797,34373955,563288
2007,Southern Indiana Gas & Electric Co,IN,42739348,24934755,1035761
2006,Southern Indiana Gas & Electric Co,IN,46050934,35838540,2355454
2005,Southern Indiana Gas & Electric Co,IN,15900910,20877674,1079541
2004,Southern Indiana Gas & Electric Co,IN,16266445,16528484,806450
2003,Southern Indiana Gas & Electric Co,IN,1083621,15135928,943109
2002,Southern Indiana Gas & Electric Co,IN,4085426,21943043,1138999
2001,Southern Indiana Gas & Electric Co,IN,1716496,10290901,875909
2000,Southern Indiana Gas & Electric Co,IN,6422041,13138408,480345
1999,Southern Indiana Gas & Electric Co,IN,1255761,13940943,1202692
1998,Southern Indiana Gas & Electric Co,IN,7444294,12302641,1571943
1997,Southern Indiana Gas & Electric Co,IN,9866068,16077852,1539736
1996,Southern Indiana Gas & Electric Co,IN,2064863,10019939,1298740
1995,Southern Indiana Gas & Electric Co,IN,1590846,13860577,454702
1994,Southern Indiana Gas & Electric Co,IN,3267853,11210705,788095
2019,Southwest Power Pool Inc,AR,0,0,6910762
2018,Southwest Power Pool Inc,AR,0,0,4699332
2016,Southwest Power Pool Inc,AR,0,0,4715645
2015,Southwest Power Pool Inc,AR,0,0,3688671
2014,Southwest Power Pool Inc,AR,0,0,3087930
2013,Southwest Power Pool Inc,AR,0,0,3533968
2012,Southwest Power Pool Inc,AR,0,0,60460111
2011,Southwest Power Pool Inc,AR,0,0,6174733
2010,Southwest Power Pool Inc,AR,0,0,4453629
2009,Southwest Power Pool Inc,AR,0,0,6357238
2008,Southwest Power Pool Inc,AR,0,0,5022480
2007,Southwest Power Pool Inc,AR,0,0,2615454
2006,Southwest Power Pool Inc,AR,0,0,2579063
2005,Southwest Power Pool Inc,AR,0,0,5271065
2019,Southwestern Electric Power Co,LA,190591442,119768985,13136126
2018,Southwestern Electric Power Co,LA,203250869,111658527,16673273
2017,Southwestern Electric Power Co,LA,113429935,103996071,6222502
2016,Southwestern Electric Power Co,LA,203397418,99449989,12371668
2015,Southwestern Electric Power Co,LA,89956045,95004404,6851560
2014,Southwestern Electric Power Co,LA,130887194,76999789,3453541
2013,Southwestern Electric Power Co,LA,54115199,115513424,4499332
2012,Southwestern Electric Power Co,LA,130842360,101278293,10359387
2011,Southwestern Electric Power Co,LA,51299974,78797602,6769433
2010,Southwestern Electric Power Co,LA,76483784,179519679,11541691
2009,Southwestern Electric Power Co,LA,69051078,81083511,6434626
2008,Southwestern Electric Power Co,LA,53689742,108860454,13298526
2007,Southwestern Electric Power Co,LA,71948594,103306239,11316131
2006,Southwestern Electric Power Co,LA,24397380,86152638,4163194
2005,Southwestern Electric Power Co,LA,13420155,53508995,3234285
2004,Southwestern Electric Power Co,LA,20758595,52910400,3408801
2003,Southwestern Electric Power Co,LA,40973160,65310915,7443822
2002,Southwestern Electric Power Co,LA,38304452,19136902,4084286
2001,Southwestern Electric Power Co,LA,20547975,49635752,7234287
2000,Southwestern Electric Power Co,LA,37219011,52415852,7706361
1999,Southwestern Electric Power Co,LA,11810761,58269611,16572507
1998,Southwestern Electric Power Co,LA,18552465,43614335,12401734
1997,Southwestern Electric Power Co,LA,6036658,47522320,14746872
1996,Southwestern Electric Power Co,LA,29095575,62893095,70612443
1995,Southwestern Electric Power Co,LA,50218421,57337701,10270769
1994,Southwestern Electric Power Co,LA,36660631,57964554,25639194
2019,Southwestern Public Service Co,TX,299192230,117643016,51964795
2018,Southwestern Public Service Co,TX,334024310,103138686,40430971
2017,Southwestern Public Service Co,TX,195947200,96061973,59294135
2016,Southwestern Public Service Co,TX,258530230,81287147,38462328
2015,Southwestern Public Service Co,TX,333420180,107627830,47619522
2014,Southwestern Public Service Co,TX,497237227,74525510,34314641
2013,Southwestern Public Service Co,TX,170079708,58438765,17337944
2012,Southwestern Public Service Co,TX,153346481,52109518,24095644
2011,Southwestern Public Service Co,TX,141762431,63866185,25363362
2010,Southwestern Public Service Co,TX,48833831,49763963,21188701
2009,Southwestern Public Service Co,TX,105980128,41924875,23906783
2008,Southwestern Public Service Co,TX,60813893,44859709,3795068
2007,Southwestern Public Service Co,TX,17909224,34742754,20442784
2006,Southwestern Public Service Co,TX,22262463,38209845,4842699
2005,Southwestern Public Service Co,TX,18688532,35653316,13347163
2004,Southwestern Public Service Co,TX,42526177,36695734,15422674
2003,Southwestern Public Service Co,TX,13719230,27258998,2982479
2002,Southwestern Public Service Co,TX,16378031,26514382,-9328606
2001,Southwestern Public Service Co,TX,90720418,28834149,11659770
2000,Southwestern Public Service Co,TX,22919059,34332086,12583761
1999,Southwestern Public Service Co,TX,24249503,52363927,24606631
1998,Southwestern Public Service Co,TX,2674370,28873068,9669931
1997,Southwestern Public Service Co,TX,26064852,16467516,6710724
1996,Southwestern Public Service Co,TX,37348876,32559782,9423358
1995,Southwestern Public Service Co,TX,26332461,52462598,12168573
1994,Southwestern Public Service Co,TX,38012132,29455093,8441758
2000,St Joseph Light & Power Co,MO,631932,8091268,156636
1999,St Joseph Light & Power Co,MO,189593,5846006,675377
1998,St Joseph Light & Power Co,MO,344734,8618331,2676735
1997,St Joseph Light & Power Co,MO,739822,6168812,1513442
1996,St Joseph Light & Power Co,MO,2852478,8101716,854539
1995,St Joseph Light & Power Co,MO,1388379,5994742,1994988
1994,St Joseph Light & Power Co,MO,2604420,3855559,1998333
2019,Startrans IO LLC,CT,40144,0,0
2018,Startrans IO LLC,CT,212,0,0
2017,Startrans IO LLC,CT,186,0,0
2016,Startrans IO LLC,CT,45051,0,6771
2015,Startrans IO LLC,CT,21541,0,18805
2014,Startrans IO LLC,CT,7639,0,8096
2013,Startrans IO LLC,CT,8967,0,0
2012,Startrans IO LLC,CT,27881,0,0
2011,Startrans IO LLC,CT,-1854,0,0
2010,Startrans IO LLC,CT,25745,0,0
2009,Startrans IO LLC,CT,419963,0,607
2008,Startrans IO LLC,CT,22553250,0,487901
2013,SU FERC LLC,TX,47843522,0,283226
2012,SU FERC LLC,TX,0,0,176530
2011,SU FERC LLC,TX,0,0,639
2010,SU FERC LLC,TX,0,0,189446
2009,SU FERC LLC,TX,2009686,0,0
2008,SU FERC LLC,TX,2930319,0,9235
2007,SU FERC LLC,TX,877716,0,5823
2006,SU FERC LLC,TX,1965637,0,4957
2005,SU FERC LLC,TX,0,0,0
2004,SU FERC LLC,TX,3736740,0,0
2003,SU FERC LLC,TX,0,0,157552
2002,SU FERC LLC,TX,133078,4773469,2355
2001,SU FERC LLC,TX,0,0,5999
2000,SU FERC LLC,TX,0,0,0
1999,SU FERC LLC,TX,0,0,3670964
1995,SU FERC LLC,TX,38886821,16566498,0
2004,Sun River Electric Coop Inc,MT,73486,749113,482465
2003,Sun River Electric Coop Inc,MT,33726,701691,104882
2001,Sun River Electric Coop Inc,MT,0,677719,438710
2019,Superior Water Light & Power Co,WI,1199037,4800945,157634
