Year,Utility Name,State,Trn Total Operation Expenses $,Trn Total Maintenance Expenses $,Dis Total Maintenance Expenses $,Dis Total Operation Expenses $,Total Sales Expenses $,Total Customer Srv & Information Expenses $,CAE Total Customer Accounts Expenses $,Total Admin & General Expenses $,Total Regional Trans & Mark Operation Exps  $,A&G Total Operation Expenses $,A&G Oper Injuries & Damages $
2018,Emera Maine,ME,-10024628,2754471,14174778,8200246,0,53897,9862476,16128269,0,15208664,1057999
2017,Emera Maine,ME,-18401290,2864348,10921180,6025349,0,82843,9786976,15412726,0,14685730,1036505
2016,Emera Maine,ME,-20553120,2148900,10942327,6326325,0,186088,8928708,15927910,0,14591814,1374156
2015,Emera Maine,ME,-21253175,3346045,10735706,5776014,0,223428,7915906,18528799,0,16926175,1247016
2014,Emera Maine,ME,-21866052,3011504,10673754,6153807,0,278898,8219621,16304632,0,15095666,1413834
2013,Emera Maine,ME,-26520227,1709228,6394112,3611876,0,176609,5984282,12341504,0,11470216,912128
2012,Emera Maine,ME,-25655705,1732800,6690788,3923733,0,135333,5780988,17498002,0,16591537,651091
2011,Emera Maine,ME,-21165004,1560905,6218379,3570275,0,131720,5622340,10964330,0,10006753,737428
2010,Emera Maine,ME,-19086738,1616217,6155532,3567485,0,95729,5468259,15560131,0,14655475,982340
2009,Emera Maine,ME,-11317190,1789578,6066122,3610493,0,81570,5624221,10991039,0,10076534,1196304
2008,Emera Maine,ME,-14477016,1485331,5687554,3310695,0,143951,5292207,10853748,0,9729355,1001896
2007,Emera Maine,ME,-7444965,1068044,5547344,3098898,0,44981,5600168,8480659,0,7655667,886205
2006,Emera Maine,ME,2696218,958217,4954212,3091955,0,69666,5020374,8695202,0,7985619,1038250
2005,Emera Maine,ME,2731854,992447,4614421,3053426,0,187078,5726835,13306489,0,12261285,845707
2004,Emera Maine,ME,2743208,1159305,5175019,3587921,10293,156279,5639681,13411479,0,12775641,858008
2003,Emera Maine,ME,1912419,1102085,5480890,3717911,21924,111271,5912782,14332166,0,13699029,860210
2002,Emera Maine,ME,5078084,586283,6537940,4362881,45852,133862,6751472,15522237,0,14872127,970740
2001,Emera Maine,ME,3882027,1120359,8246324,5119606,76933,858185,7076901,15590549,0,14897505,528674
2000,Emera Maine,ME,11723588,1187373,8149991,4986063,137678,907074,5959136,15043350,0,14425863,616469
1999,Emera Maine,ME,4096513,1040385,7773318,4802139,364619,1159766,5915913,14302464,0,13884039,691196
1998,Emera Maine,ME,3371243,1017895,4819163,3160875,394242,1827793,4529670,16296074,0,15804346,964395
1997,Emera Maine,ME,3805005,771217,3875999,2702285,448951,2629596,4417574,14761982,0,14314418,898957
1996,Emera Maine,ME,4824385,830954,4351788,2558197,312712,2919395,5042466,13010966,0,12484945,878707
1995,Emera Maine,ME,4439855,1328908,3558962,2291776,118876,2701225,5803986,16699887,0,16230226,1011082
1994,Emera Maine,ME,4114544,1328241,3606445,2113846,8890,3056632,4256462,15764325,0,15398489,975166
2019,Empire District Electric Co (The),MO,20410418,4015845,16312883,8498981,119540,4176554,9100013,58821914,0,58229299,912507
2018,Empire District Electric Co (The),MO,20780590,4681939,18274393,8336121,158277,4695599,9495087,54265453,0,53632525,2323491
2017,Empire District Electric Co (The),MO,20848581,4176994,16402152,8488496,158081,4035808,8353756,53163123,0,52571095,1006949
2016,Empire District Electric Co (The),MO,18551814,3537463,17929571,9063037,153774,3371292,8061632,49079648,0,48471820,1517385
2015,Empire District Electric Co (The),MO,19804127,3863176,20069527,8953037,194682,2986029,8624288,46209166,0,45729302,1209403
2014,Empire District Electric Co (The),MO,18582696,4098288,21358361,9244937,180395,2909505,9770460,45640013,0,45025121,823637
2013,Empire District Electric Co (The),MO,13543576,3789825,18578521,8204620,348548,2209364,10066991,44699513,0,44333781,920790
2012,Empire District Electric Co (The),MO,9124459,3087803,18177656,7861553,324663,1856863,9201610,41977467,0,41782452,923942
2011,Empire District Electric Co (The),MO,7588023,3374983,19276856,7675761,329001,1830651,9704513,36912783,0,36660827,1634646
2010,Empire District Electric Co (The),MO,5358655,3470687,17259028,7538030,369230,1597804,11050141,32738488,0,32463976,1113447
2009,Empire District Electric Co (The),MO,3798807,2765752,15941464,7175901,353339,1324495,9533960,28579310,0,28314733,803607
2008,Empire District Electric Co (The),MO,3537646,2675474,12191319,7264202,357103,1348818,8919936,29058167,0,28784920,1863502
2007,Empire District Electric Co (The),MO,3125192,2169989,16398325,6258585,423424,1353075,9749981,30042033,0,29739563,1296022
2006,Empire District Electric Co (The),MO,2750575,1397347,8701163,5536818,318952,1544576,7871325,26837404,0,26469882,874094
2005,Empire District Electric Co (The),MO,2649244,1590290,7194942,5406400,313355,1082259,7619701,27788184,0,27416796,932618
2004,Empire District Electric Co (The),MO,1972573,1234161,7255519,5385335,302837,1025368,7475140,27021950,0,26711900,766871
2003,Empire District Electric Co (The),MO,2771908,1111012,6605252,5242355,326214,1030935,6610352,24858223,0,24559617,594223
2002,Empire District Electric Co (The),MO,3267249,1343844,5911726,5326301,333019,1021619,6876785,18870585,0,18587077,525706
2001,Empire District Electric Co (The),MO,1873879,1707590,6117529,5880132,464111,869018,7173156,14959047,0,14641420,547883
2000,Empire District Electric Co (The),MO,1971807,1070696,5480212,5259254,708658,787404,6287403,12704568,0,12348904,709967
1999,Empire District Electric Co (The),MO,2237320,1232499,6753224,5097214,696586,852936,4798342,18549865,0,18151356,389327
1998,Empire District Electric Co (The),MO,2206681,1729771,5790739,4709604,806000,755741,5758090,12132661,0,11819285,538579
1997,Empire District Electric Co (The),MO,2136621,1206364,5562908,4452851,797746,842001,5046682,11656691,0,11332971,468677
1996,Empire District Electric Co (The),MO,2022807,1373314,6833596,4346794,770290,899505,4946070,11898675,0,11632194,473750
1995,Empire District Electric Co (The),MO,2192219,1109452,5348340,4264807,725288,993069,4546299,19882847,0,19536064,630370
1994,Empire District Electric Co (The),MO,2255581,1244313,4586821,3937444,809469,969433,4326407,13022102,0,12791724,460878
2019,Entergy Arkansas LLC,AR,32443659,12639793,46960611,35029228,856774,67314704,39254958,204412308,4739064,199779703,7353025
2018,Entergy Arkansas LLC,AR,33355957,12448342,54711858,29299196,496094,69370519,38193512,179659990,5004314,175805433,7572834
2017,Entergy Arkansas LLC,AR,29714051,12304196,56876106,28305477,357206,53391599,36215195,188113654,4231149,184595617,6092042
2016,Entergy Arkansas LLC,AR,29591250,10756731,50323047,27199334,611169,66675162,34219865,185466963,4048868,181953704,4056067
2015,Entergy Arkansas LLC,AR,31312744,12422158,56211895,27806587,736548,74662032,35842904,197103436,4066681,193827367,4608190
2014,Entergy Arkansas LLC,AR,29884528,13424429,43475356,25330338,773866,68220846,36879665,181181998,3769006,178635966,6321720
2013,Entergy Arkansas LLC,AR,18902805,11312667,33549324,25518134,595050,41852986,38460940,190048403,302480,187833534,4736174
2012,Entergy Arkansas LLC,AR,18623946,9995965,31392748,24622224,1070188,27323610,37264102,188818498,278933,185177005,4997642
2011,Entergy Arkansas LLC,AR,19486907,13198790,36501833,24179641,1226460,12178983,35562287,162043289,341138,159199307,4712242
2010,Entergy Arkansas LLC,AR,19904500,11881027,33976010,22737106,1738493,12251960,35990571,157890911,0,154486015,4057602
2009,Entergy Arkansas LLC,AR,18140011,12336790,44656575,22316116,1509387,9152094,47325135,134950932,0,131457089,3968432
2008,Entergy Arkansas LLC,AR,18519515,15695827,92271676,21309308,1442282,4960399,39496073,127410804,0,124074716,5240821
2007,Entergy Arkansas LLC,AR,18867484,11212144,29732072,20474786,1464007,6238027,43379703,142083435,0,138809833,4896886
2006,Entergy Arkansas LLC,AR,19357441,9441715,26982912,18138736,1557626,6664533,44457401,141572276,0,138184307,4496658
2005,Entergy Arkansas LLC,AR,10877294,8770597,29739674,18051804,1905391,5792563,34727572,121581827,0,118396569,4582921
2004,Entergy Arkansas LLC,AR,11011729,8841989,29994538,19610448,2443359,5907161,43590689,101223452,0,98400516,4048529
2003,Entergy Arkansas LLC,AR,10250366,7188002,32677167,20458110,665593,6729635,39073979,121022307,0,118269003,4109821
2002,Entergy Arkansas LLC,AR,9952043,6440341,31818553,18743166,1233316,5978715,35694842,283929004,0,278672717,4948295
2001,Entergy Arkansas LLC,AR,9397547,9559089,41865799,16212717,1532707,5355747,33679907,71772569,0,66653526,2863449
2000,Entergy Arkansas LLC,AR,6034232,10871223,47650374,14238705,4217017,8984413,26037206,137830274,0,131096263,3441427
1999,Entergy Arkansas LLC,AR,4806865,8344439,37360323,12956531,5220568,8477496,23661508,131078397,0,123746760,3832625
1998,Entergy Arkansas LLC,AR,4730985,8450299,24219281,13178795,8999787,6634238,22414788,118778134,0,114916436,8028464
1997,Entergy Arkansas LLC,AR,4736990,8157819,26290335,16968324,9462241,7924482,22677480,114841663,0,113165996,3048475
1996,Entergy Arkansas LLC,AR,5543149,5422113,20686008,18880775,10837481,10534359,28923175,107085354,0,104573602,3421595
1995,Entergy Arkansas LLC,AR,6021949,4482158,21677581,18324206,10268370,8947929,34665010,113429432,0,111089333,2721742
1994,Entergy Arkansas LLC,AR,5690372,3276559,26978509,17994399,8664919,9508580,38716707,115003516,0,111974245,2645126
2006,Entergy Gulf States Inc,TX,19814635,14028983,33795730,26018530,2959902,10093886,43821747,178600765,0,174969975,8967844
2005,Entergy Gulf States Inc,TX,28372987,12546281,27278655,23735016,3344270,9034604,40963125,128362019,0,124858598,8131073
2004,Entergy Gulf States Inc,TX,28957871,11918729,31175170,25437157,3008498,8531602,41278029,129523957,0,126817077,7112109
2003,Entergy Gulf States Inc,TX,30357852,9988188,32803976,29481240,1651094,8935371,35874535,143271118,0,141142583,11554181
2002,Entergy Gulf States Inc,TX,29412379,10003991,33512939,25323659,2975325,7639881,34475492,130872275,0,125673760,8038888
2001,Entergy Gulf States Inc,TX,33617904,10041493,35507663,23724508,2770372,7448393,33803797,124184721,0,119071299,2252897
2000,Entergy Gulf States Inc,TX,30084524,12677135,33126790,18337078,3790036,12272657,27026859,128022649,0,120463395,6602761
1999,Entergy Gulf States Inc,TX,29347419,11420373,31619079,13065836,5497875,11887515,22164892,135274960,0,127920004,11997051
1998,Entergy Gulf States Inc,TX,29966963,11870113,21141495,12029586,10495127,7915378,19464872,131745323,0,127222546,6813232
1997,Entergy Gulf States Inc,TX,30536377,11521843,26929399,18196954,10258797,8524752,-56860729,125015513,0,123530848,6539621
1996,Entergy Gulf States Inc,TX,26797270,7401884,19719829,22247858,9231990,11588641,33925857,124872985,0,122051413,12284315
1995,Entergy Gulf States Inc,TX,28621808,7282907,23329989,17160945,10284444,10671705,54031741,122569502,0,119510939,5716257
1994,Entergy Gulf States Inc,TX,17236239,8447079,27903891,12886110,7215234,13215533,29123534,259956944,0,253916536,60553305
2015,Entergy Gulf States Louisiana LLC,LA,21052587,7775230,12895113,8772047,1217782,3683295,12662278,94552391,2562589,93049486,6729714
2014,Entergy Gulf States Louisiana LLC,LA,25833435,9568934,14583375,10814311,1850604,3075477,18917201,125365678,2914957,123862768,7520271
2013,Entergy Gulf States Louisiana LLC,LA,19112156,8940261,15017244,11235662,2408699,2467869,17738928,137996464,224307,136814180,9109549
2012,Entergy Gulf States Louisiana LLC,LA,18836187,8183861,13354759,10858661,2265590,2328941,17444119,115510140,96673,113887804,7776223
2011,Entergy Gulf States Louisiana LLC,LA,27625003,8887078,14909141,11152145,2527273,2471915,19093142,104725378,118471,103553742,5904081
2010,Entergy Gulf States Louisiana LLC,LA,27279434,9253841,14136408,11452392,2687341,2523569,18607759,99936258,0,98197682,3407097
2009,Entergy Gulf States Louisiana LLC,LA,28526540,8345830,12686274,11046486,2530927,2125880,24527520,88706385,0,87033848,3563150
2008,Entergy Gulf States Louisiana LLC,LA,29909356,8059378,12232275,11293320,2754889,2553073,22751590,102477216,0,100652772,8074387
2007,Entergy Gulf States Louisiana LLC,LA,30646985,13483635,27567305,29706085,3565547,9160875,44615005,184379909,0,180593353,10712313
2015,Entergy Louisiana Inc,LA,30049879,7422858,24168994,16892340,1294953,6033542,24090478,119789298,3789127,117420629,5029259
2014,Entergy Louisiana Inc,LA,41007475,9677333,31136124,20223665,2046504,4985768,34156965,158483823,4419847,155988381,6779081
2013,Entergy Louisiana Inc,LA,27689644,8539251,29512547,20295419,2147304,3353365,31815571,169783606,245659,167550886,7184564
2012,Entergy Louisiana Inc,LA,21628357,10006944,27127377,19731969,2672111,3212100,30023346,148381093,140203,145308921,5671789
2011,Entergy Louisiana Inc,LA,40077931,10866174,27798415,19560209,3028813,3415437,32605155,144315734,171762,141848884,6796551
2010,Entergy Louisiana Inc,LA,20710061,12968777,26529480,19718109,3373298,3854957,31259538,138278384,0,135328725,5751207
2009,Entergy Louisiana Inc,LA,19694184,8325511,24187426,19042801,3251963,2926069,36202872,121567154,0,118645516,6208666
2008,Entergy Louisiana Inc,LA,18028410,9241096,24794087,19036472,3201190,3741060,35786490,140046956,0,137185459,7914656
2007,Entergy Louisiana Inc,LA,15910917,7670038,23903998,20501975,3415987,3115508,43448367,150836120,0,147985030,4599742
2006,Entergy Louisiana Inc,LA,13056870,7804555,27502035,17567333,3450681,3945254,37985016,148233323,0,145649846,8919581
2005,Entergy Louisiana Inc,LA,12255014,8427143,21239022,16768354,3450797,3108091,37789758,120561956,0,118090595,9475684
2004,Entergy Louisiana Inc,LA,12265077,5698933,28106692,19838798,4144398,2870065,41720339,115069865,0,113273581,8022140
2003,Entergy Louisiana Inc,LA,10390217,5390659,31437965,22733117,2142377,2996167,31593850,124206168,0,121961371,7485252
2002,Entergy Louisiana Inc,LA,10391250,4570130,31876709,18563504,3209484,2610824,26815733,105521636,0,101538721,3918353
2001,Entergy Louisiana Inc,LA,8058152,4777570,30266244,17275207,2825009,3006277,26910844,87488086,0,83169324,3995616
2000,Entergy Louisiana Inc,LA,4804383,6141437,30261655,14088022,3143637,5779017,19963359,104415416,0,97906355,4222339
1999,Entergy Louisiana Inc,LA,2940317,5271573,26041278,12939680,4373879,7385310,20036919,99609904,0,92119273,7720740
1998,Entergy Louisiana Inc,LA,5385778,6200439,21006189,11651049,8587666,5476509,15419743,95579706,0,89841501,11423747
1997,Entergy Louisiana Inc,LA,7464144,4916125,21213575,15577502,9191861,6590960,19125030,99597785,0,97898140,6393721
1996,Entergy Louisiana Inc,LA,8834456,2287368,18735622,13637927,10386333,11391666,23966626,97849061,0,95360029,9962150
1995,Entergy Louisiana Inc,LA,10886212,2766991,23534900,14854620,9411522,9734812,26039232,98820853,0,96423640,6819866
1994,Entergy Louisiana Inc,LA,10642915,3716608,22739694,10403188,8111325,11697906,34254802,128685361,0,126177754,7663894
2019,Entergy Louisiana LLC,LA,74539139,22964695,48112226,45013797,4205059,19284506,47635078,308247266,9445409,301788576,25425888
2018,Entergy Louisiana LLC,LA,74068971,25428559,49201869,40839087,3780724,25740977,50346744,269292063,9786533,263701364,22885136
2017,Entergy Louisiana LLC,LA,72216154,21402712,46731844,40838273,3406154,14703923,51909508,285411971,8586119,280498197,17913897
2016,Entergy Louisiana LLC,LA,66776130,17074810,45258217,35486672,3396126,12875727,46150784,284407571,8245420,279241486,16376520
2015,Entergy Louisiana LLC,LA,17016977,6679038,12446882,9267401,1301601,2770418,11956106,86301274,1869944,85185121,3579226
2019,Entergy Mississippi LLC,MS,15329120,7839359,31342358,18800528,1159885,10386279,22923135,96500377,2518373,93297163,3468111
2018,Entergy Mississippi LLC,MS,12371773,8710378,32545675,16691331,927771,10793700,24346420,84052130,2545537,81743304,2437042
2017,Entergy Mississippi LLC,MS,12690647,7151641,31276995,16019348,861722,11730092,21572041,79307965,2209886,76799936,2268620
2016,Entergy Mississippi LLC,MS,13530736,7981004,29779849,14798369,587207,6800606,21020554,80509661,2190290,78132648,2181998
2015,Entergy Mississippi LLC,MS,12586752,9181155,24771429,15560707,943927,8835107,23580202,79355054,2285899,77335867,2931886
2014,Entergy Mississippi LLC,MS,13052740,8926953,20712860,12962432,1339139,4873015,24274981,93347978,2243466,91502716,2939477
2013,Entergy Mississippi LLC,MS,12914432,7673284,19840580,22591362,422369,4036280,24263255,82429145,93828,80910634,2113977
2012,Entergy Mississippi LLC,MS,14080992,7617471,19894446,32646927,896505,3229484,23873394,87481530,159951,84928183,2703331
2011,Entergy Mississippi LLC,MS,12735762,8219967,20242079,12311180,785024,3557122,24081110,79650746,195631,78143793,3636270
2010,Entergy Mississippi LLC,MS,11976184,6953924,20021448,12436105,1086744,3648263,24146200,80152333,0,77644725,5871609
2009,Entergy Mississippi LLC,MS,11155238,6578082,15695771,12369347,947374,3552289,28057987,80478653,0,78161561,4956000
2008,Entergy Mississippi LLC,MS,10423054,6583123,18998035,13735583,976579,3677921,29456562,79238905,0,76872816,3951358
2007,Entergy Mississippi LLC,MS,8924834,7277358,17611109,12909760,805646,3398906,29356475,71834436,0,69560783,1784551
2006,Entergy Mississippi LLC,MS,6538007,6493852,14383358,14863871,1115391,3702636,33938234,75062310,0,73054462,2707743
2005,Entergy Mississippi LLC,MS,6001591,5065798,16314601,11256099,1328696,3232691,30553361,62508073,0,60158492,2234631
2004,Entergy Mississippi LLC,MS,5696811,5512167,19248765,12771348,1739125,3579552,32210526,58970685,0,57312458,3034829
2003,Entergy Mississippi LLC,MS,5368610,5415481,20415244,15719427,927831,3302551,26335146,60851849,0,58928086,3097369
2002,Entergy Mississippi LLC,MS,5516061,4443311,19842806,12616395,1151482,3105700,24181579,59658043,0,56550655,4810452
2001,Entergy Mississippi LLC,MS,4875885,4463448,20052284,11738145,1309250,3459204,20745769,52861240,0,49903899,5040478
2000,Entergy Mississippi LLC,MS,3006645,7036087,23903910,9668205,2298243,5986995,15941367,55108697,0,51637736,1747234
1999,Entergy Mississippi LLC,MS,2579924,6143573,23128112,7811621,2906593,6540115,12573789,55337868,0,51323854,5031820
1998,Entergy Mississippi LLC,MS,2534644,5703786,18669433,8639634,9040173,4281316,13871161,41817720,0,39600509,1442720
1997,Entergy Mississippi LLC,MS,3260673,5687455,20041305,12424326,5984080,4662729,12377103,37979628,0,37263291,4339480
1996,Entergy Mississippi LLC,MS,3161330,3106442,17917167,12271986,7016798,4765400,17034681,35706080,0,34237403,2565970
