Year,Utility Name,State,Total Retail Sales MWh,Total Electricity Customers
2002,Ohio Edison Co,OH,24740735,1008214
2001,Ohio Edison Co,OH,24603354,1001547
2000,Ohio Edison Co,OH,25179307,993661
1999,Ohio Edison Co,OH,24946704,982779
1998,Ohio Edison Co,OH,23505221,971729
1997,Ohio Edison Co,OH,23401514,960677
1996,Ohio Edison Co,OH,23237753,957263
1995,Ohio Edison Co,OH,22658892,946947
1994,Ohio Edison Co,OH,21703949,936106
2019,Ohio Power Co,OH,43530849,1490123
2018,Ohio Power Co,OH,44566969,1484327
2017,Ohio Power Co,OH,42709414,1472771
2016,Ohio Power Co,OH,43388631,1467728
2015,Ohio Power Co,OH,43415882,1464072
2014,Ohio Power Co,OH,15593920,1463887
2013,Ohio Power Co,OH,19142615,1461061
2012,Ohio Power Co,OH,30897005,1460490
2011,Ohio Power Co,OH,43492064,1459991
2010,Ohio Power Co,OH,26199753,709376
2009,Ohio Power Co,OH,24936379,710266
2008,Ohio Power Co,OH,27871540,711532
2007,Ohio Power Co,OH,27727742,711509
2006,Ohio Power Co,OH,25262084,710323
2005,Ohio Power Co,OH,28929494,708942
2004,Ohio Power Co,OH,27563877,706960
2003,Ohio Power Co,OH,27209193,701654
2002,Ohio Power Co,OH,27445018,699639
2001,Ohio Power Co,OH,26876058,697081
2000,Ohio Power Co,OH,27443781,693024
1999,Ohio Power Co,OH,31982889,685696
1998,Ohio Power Co,OH,32137726,681415
1997,Ohio Power Co,OH,31379362,675613
1996,Ohio Power Co,OH,31685915,670324
1995,Ohio Power Co,OH,31595191,665393
1994,Ohio Power Co,OH,30725736,659033
2019,Ohio Valley Electric Corp,OH,125881,14
2018,Ohio Valley Electric Corp,OH,148613,14
2017,Ohio Valley Electric Corp,OH,156768,14
2016,Ohio Valley Electric Corp,OH,173873,14
2015,Ohio Valley Electric Corp,OH,190816,19
2014,Ohio Valley Electric Corp,OH,206821,0
2013,Ohio Valley Electric Corp,OH,195470,15
2012,Ohio Valley Electric Corp,OH,207692,15
2011,Ohio Valley Electric Corp,OH,253157,15
2010,Ohio Valley Electric Corp,OH,249139,13
2009,Ohio Valley Electric Corp,OH,264664,13
2008,Ohio Valley Electric Corp,OH,270369,13
2007,Ohio Valley Electric Corp,OH,256613,13
2006,Ohio Valley Electric Corp,OH,246371,13
2005,Ohio Valley Electric Corp,OH,251375,13
2004,Ohio Valley Electric Corp,OH,262944,13
2003,Ohio Valley Electric Corp,OH,273070,13
2002,Ohio Valley Electric Corp,OH,318659,13
2001,Ohio Valley Electric Corp,OH,2126114,16
2000,Ohio Valley Electric Corp,OH,9402528,16
1999,Ohio Valley Electric Corp,OH,9805889,16
1998,Ohio Valley Electric Corp,OH,9214435,16
1997,Ohio Valley Electric Corp,OH,11202767,16
1996,Ohio Valley Electric Corp,OH,12190522,16
1995,Ohio Valley Electric Corp,OH,14479434,16
1994,Ohio Valley Electric Corp,OH,15354203,16
2019,Oklahoma Gas & Electric Co,OK,28364301,854128
2018,Oklahoma Gas & Electric Co,OK,28068624,845498
2017,Oklahoma Gas & Electric Co,OK,26277891,838252
2016,Oklahoma Gas & Electric Co,OK,26802747,830057
2015,Oklahoma Gas & Electric Co,OK,26670394,820073
2014,Oklahoma Gas & Electric Co,OK,27000756,811219
2013,Oklahoma Gas & Electric Co,OK,26913939,802876
2012,Oklahoma Gas & Electric Co,OK,26785618,794363
2011,Oklahoma Gas & Electric Co,OK,27055245,786569
2010,Oklahoma Gas & Electric Co,OK,26166855,780230
2009,Oklahoma Gas & Electric Co,OK,24587424,773945
2008,Oklahoma Gas & Electric Co,OK,25406180,766935
2007,Oklahoma Gas & Electric Co,OK,24971199,759624
2006,Oklahoma Gas & Electric Co,OK,24881225,751091
2005,Oklahoma Gas & Electric Co,OK,24539981,740644
2004,Oklahoma Gas & Electric Co,OK,23364323,730740
2003,Oklahoma Gas & Electric Co,OK,23473637,722404
2002,Oklahoma Gas & Electric Co,OK,23131361,713271
2001,Oklahoma Gas & Electric Co,OK,22984329,705429
2000,Oklahoma Gas & Electric Co,OK,23231205,703686
1999,Oklahoma Gas & Electric Co,OK,21916854,637926
1998,Oklahoma Gas & Electric Co,OK,22291832,693710
1997,Oklahoma Gas & Electric Co,OK,21035075,687530
1996,Oklahoma Gas & Electric Co,OK,20466624,680629
1995,Oklahoma Gas & Electric Co,OK,19964377,676950
1994,Oklahoma Gas & Electric Co,OK,19709443,665752
2019,Old Dominion Electric Coop,VA,0,0
2018,Old Dominion Electric Coop,VA,0,0
2017,Old Dominion Electric Coop,VA,0,0
2016,Old Dominion Electric Coop,VA,0,0
2015,Old Dominion Electric Coop,VA,0,0
2014,Old Dominion Electric Coop,VA,0,0
2013,Old Dominion Electric Coop,VA,0,0
2012,Old Dominion Electric Coop,VA,0,0
2011,Old Dominion Electric Coop,VA,0,0
2010,Old Dominion Electric Coop,VA,0,0
2009,Old Dominion Electric Coop,VA,0,0
2008,Old Dominion Electric Coop,VA,0,0
2007,Old Dominion Electric Coop,VA,0,0
2006,Old Dominion Electric Coop,VA,0,0
2005,Old Dominion Electric Coop,VA,0,0
2004,Old Dominion Electric Coop,VA,0,13
2003,Old Dominion Electric Coop,VA,0,13
2002,Old Dominion Electric Coop,VA,0,13
2001,Old Dominion Electric Coop,VA,0,0
2000,Old Dominion Electric Coop,VA,0,12
1999,Old Dominion Electric Coop,VA,0,0
1998,Old Dominion Electric Coop,VA,0,12
1997,Old Dominion Electric Coop,VA,0,12
1996,Old Dominion Electric Coop,VA,0,12
1995,Old Dominion Electric Coop,VA,0,12
1994,Old Dominion Electric Coop,VA,0,12
2019,Oncor Electric Delivery,TX,133357452,3657847
2018,Oncor Electric Delivery,TX,130007690,3592113
2017,Oncor Electric Delivery,TX,117017075,3478658
2016,Oncor Electric Delivery,TX,115791379,3409463
2015,Oncor Electric Delivery,TX,116594625,3358029
2014,Oncor Electric Delivery,TX,114905829,3310530
2013,Oncor Electric Delivery,TX,112312279,3266126
2012,Oncor Electric Delivery,TX,110370554,3224689
2011,Oncor Electric Delivery,TX,113836638,3189759
2010,Oncor Electric Delivery,TX,109323278,3160851
2009,Oncor Electric Delivery,TX,103375707,3135675
2008,Oncor Electric Delivery,TX,107828724,3109701
2007,Oncor Electric Delivery,TX,105428706,3077913
2006,Oncor Electric Delivery,TX,106827224,3038381
2005,Oncor Electric Delivery,TX,106184588,2996718
2004,Oncor Electric Delivery,TX,101640383,2954602
2003,Oncor Electric Delivery,TX,102709688,2431334
2002,Oncor Electric Delivery,TX,97132558,2569022
2001,Oncor Electric Delivery,TX,102526131,2681616
2000,Oncor Electric Delivery,TX,100885135,2603059
1999,Oncor Electric Delivery,TX,95927336,2537042
1998,Oncor Electric Delivery,TX,97592723,2474818
1997,Oncor Electric Delivery,TX,91558775,2417470
1996,Oncor Electric Delivery,TX,89517440,2368087
1995,Oncor Electric Delivery,TX,85220681,2311994
1994,Oncor Electric Delivery,TX,83859118,2274323
2019,Orange & Rockland Utilities Inc,NY,3952524,234551
2018,Orange & Rockland Utilities Inc,NY,4041856,232718
2017,Orange & Rockland Utilities Inc,NY,3872536,231068
2016,Orange & Rockland Utilities Inc,NY,4081519,229536
2015,Orange & Rockland Utilities Inc,NY,4028328,227968
2014,Orange & Rockland Utilities Inc,NY,3983090,226811
2013,Orange & Rockland Utilities Inc,NY,4003208,226449
2012,Orange & Rockland Utilities Inc,NY,4015692,225282
2011,Orange & Rockland Utilities Inc,NY,4047870,224611
2010,Orange & Rockland Utilities Inc,NY,4074133,223911
2009,Orange & Rockland Utilities Inc,NY,3914677,223339
2008,Orange & Rockland Utilities Inc,NY,4152716,222343
2007,Orange & Rockland Utilities Inc,NY,4133979,221454
2006,Orange & Rockland Utilities Inc,NY,4039367,219099
2005,Orange & Rockland Utilities Inc,NY,4316469,216988
2004,Orange & Rockland Utilities Inc,NY,4090656,214959
2003,Orange & Rockland Utilities Inc,NY,3981309,212974
2002,Orange & Rockland Utilities Inc,NY,3946919,210514
2001,Orange & Rockland Utilities Inc,NY,3722844,208070
2000,Orange & Rockland Utilities Inc,NY,3860179,204984
1999,Orange & Rockland Utilities Inc,NY,3509266,202951
1998,Orange & Rockland Utilities Inc,NY,3401771,200343
1997,Orange & Rockland Utilities Inc,NY,3288769,197324
1996,Orange & Rockland Utilities Inc,NY,3229879,194827
1995,Orange & Rockland Utilities Inc,NY,3189749,192970
1994,Orange & Rockland Utilities Inc,NY,3160014,190729
2003,Oregon Trail Electric Cons Coop Inc,OR,634974,28648
2002,Oregon Trail Electric Cons Coop Inc,OR,652130,28570
2001,Oregon Trail Electric Cons Coop Inc,OR,659074,28556
2000,Oregon Trail Electric Cons Coop Inc,OR,677508,28278
1999,Oregon Trail Electric Cons Coop Inc,OR,678536,28320
1998,Oregon Trail Electric Cons Coop Inc,OR,663358,28032
1997,Oregon Trail Electric Cons Coop Inc,OR,654859,27717
1995,Oregon Trail Electric Cons Coop Inc,OR,638310,27126
1994,Oregon Trail Electric Cons Coop Inc,OR,653940,26985
2019,Otter Tail Power Co,MN,4969089,132583
2018,Otter Tail Power Co,MN,4976960,132150
2017,Otter Tail Power Co,MN,4814984,131852
2016,Otter Tail Power Co,MN,4750422,131354
2015,Otter Tail Power Co,MN,4593604,130822
2014,Otter Tail Power Co,MN,4695062,130340
2013,Otter Tail Power Co,MN,4487541,129988
2012,Otter Tail Power Co,MN,4240789,129523
2011,Otter Tail Power Co,MN,4291637,129250
2010,Otter Tail Power Co,MN,4262748,129240
2009,Otter Tail Power Co,MN,4244377,129267
2008,Otter Tail Power Co,MN,4241907,129281
2007,Otter Tail Power Co,MN,4123831,129175
2006,Otter Tail Power Co,MN,3990854,128726
2005,Otter Tail Power Co,MN,3894435,128350
2004,Otter Tail Power Co,MN,3773064,127885
2003,Otter Tail Power Co,MN,3716344,127357
2002,Otter Tail Power Co,MN,3690587,126899
2001,Otter Tail Power Co,MN,3605650,126696
2000,Otter Tail Power Co,MN,3502475,126532
1999,Otter Tail Power Co,MN,3383325,126011
1998,Otter Tail Power Co,MN,3478148,125462
1997,Otter Tail Power Co,MN,3499058,124998
1996,Otter Tail Power Co,MN,3413369,124436
1995,Otter Tail Power Co,MN,3269856,123654
1994,Otter Tail Power Co,MN,3171450,122825
2019,Pacific Gas & Electric Co,CA,78372216,5524081
2018,Pacific Gas & Electric Co,CA,80066264,5471777
2017,Pacific Gas & Electric Co,CA,82513923,5479889
2016,Pacific Gas & Electric Co,CA,83326977,5428390
2015,Pacific Gas & Electric Co,CA,86167420,5417163
2014,Pacific Gas & Electric Co,CA,86603766,5339262
2013,Pacific Gas & Electric Co,CA,86813165,5354265
2012,Pacific Gas & Electric Co,CA,86424614,5304360
2011,Pacific Gas & Electric Co,CA,83902268,5248291
2010,Pacific Gas & Electric Co,CA,84064481,5212599
2009,Pacific Gas & Electric Co,CA,85763287,5224258
2008,Pacific Gas & Electric Co,CA,88269132,5278738
2007,Pacific Gas & Electric Co,CA,86313303,5190978
2006,Pacific Gas & Electric Co,CA,84420761,5121487
2005,Pacific Gas & Electric Co,CA,81719334,5022533
2004,Pacific Gas & Electric Co,CA,83043510,4985192
2003,Pacific Gas & Electric Co,CA,80202276,4889127
2002,Pacific Gas & Electric Co,CA,78293912,4759422
2001,Pacific Gas & Electric Co,CA,79441589,4756164
2000,Pacific Gas & Electric Co,CA,81783175,4645960
1999,Pacific Gas & Electric Co,CA,79208929,4599226
1998,Pacific Gas & Electric Co,CA,75680290,4536341
1997,Pacific Gas & Electric Co,CA,76240624,4486313
1996,Pacific Gas & Electric Co,CA,73319042,4439333
1995,Pacific Gas & Electric Co,CA,72321927,4387054
1994,Pacific Gas & Electric Co,CA,71510117,4348611
1996,Pacific Northwest Generating Coop,OR,0,11
2019,PacifiCorp,OR,55342607,1932532
2018,PacifiCorp,OR,55115456,1899813
2017,PacifiCorp,OR,55249822,1867324
2016,PacifiCorp,OR,54317937,1840754
2015,PacifiCorp,OR,54641212,1812975
2014,PacifiCorp,OR,54999277,1782893
2013,PacifiCorp,OR,55662873,1766984
2012,PacifiCorp,OR,54549341,1753692
2011,PacifiCorp,OR,54306866,1742220
2010,PacifiCorp,OR,53015534,1732815
2009,PacifiCorp,OR,52709525,1718485
2008,PacifiCorp,OR,54361783,1706127
2007,PacifiCorp,OR,53390478,1683619
2006,PacifiCorp,OR,51797337,1649447
2005,PacifiCorp,OR,49646202,1613112
2004,PacifiCorp,OR,48816147,1578247
2003,PacifiCorp,OR,48338551,1548342
2002,PacifiCorp,OR,47029924,1522541
2001,PacifiCorp,OR,47708462,1501257
2000,PacifiCorp,OR,48300473,1477082
1999,PacifiCorp,OR,46605153,1455220
1998,PacifiCorp,OR,46884801,1454349
1997,PacifiCorp,OR,46148733,1420785
1996,PacifiCorp,OR,45288066,1383198
1995,PacifiCorp,OR,43167562,1354415
1994,PacifiCorp,OR,43700913,1334134
2019,PATH Allegheny Co LLC,PA,0,0
2018,PATH Allegheny Co LLC,PA,0,0
2017,PATH Allegheny Co LLC,PA,0,0
2016,PATH Allegheny Co LLC,PA,0,0
2015,PATH Allegheny Co LLC,PA,0,0
2014,PATH Allegheny Co LLC,PA,0,0
2013,PATH Allegheny Co LLC,PA,0,0
2012,PATH Allegheny Co LLC,PA,0,0
2011,PATH Allegheny Co LLC,PA,0,0
2010,PATH Allegheny Co LLC,PA,0,0
2009,PATH Allegheny Co LLC,PA,0,0
2008,PATH Allegheny Co LLC,PA,0,0
2019,PATH West Virginia Transmission Co LLC,OH,0,0
2018,PATH West Virginia Transmission Co LLC,OH,0,0
2017,PATH West Virginia Transmission Co LLC,OH,0,0
2016,PATH West Virginia Transmission Co LLC,OH,0,0
2015,PATH West Virginia Transmission Co LLC,OH,0,0
2014,PATH West Virginia Transmission Co LLC,OH,0,0
2013,PATH West Virginia Transmission Co LLC,OH,0,0
2012,PATH West Virginia Transmission Co LLC,OH,0,0
2011,PATH West Virginia Transmission Co LLC,OH,0,0
2010,PATH West Virginia Transmission Co LLC,OH,0,0
2009,PATH West Virginia Transmission Co LLC,OH,0,0
2008,PATH West Virginia Transmission Co LLC,OH,0,0
2019,PECO Energy Co,PA,37324155,1654006
2018,PECO Energy Co,PA,38464989,1640278
2017,PECO Energy Co,PA,37228690,1626898
2016,PECO Energy Co,PA,37918902,1613041
2015,PECO Energy Co,PA,38002064,1601219
2014,PECO Energy Co,PA,37501023,1590478
2013,PECO Energy Co,PA,37756244,1582153
2012,PECO Energy Co,PA,37500052,1578200
2011,PECO Energy Co,PA,38726024,1573976
2010,PECO Energy Co,PA,39737244,1566872
2009,PECO Energy Co,PA,38114056,1564433
2008,PECO Energy Co,PA,39459943,1567250
2007,PECO Energy Co,PA,39891529,1555342
2006,PECO Energy Co,PA,38366200,1551632
2005,PECO Energy Co,PA,38724603,1543543
2004,PECO Energy Co,PA,37576609,1536985
2003,PECO Energy Co,PA,36841017,1530715
2002,PECO Energy Co,PA,36630215,1528884
2001,PECO Energy Co,PA,27891141,1523075
2000,PECO Energy Co,PA,35344530,1253848
1999,PECO Energy Co,PA,31914318,1256756
1998,PECO Energy Co,PA,34122833,1487793
1997,PECO Energy Co,PA,33036621,1476913
1996,PECO Energy Co,PA,32945449,1467691
1995,PECO Energy Co,PA,33611038,1464250
1994,PECO Energy Co,PA,32778385,1456450
1997,Pelican Utility District,AK,1482223,199
1996,Pelican Utility District,AK,2452206,214
2019,Pennsylvania Electric Co,OH,13487279,586517
2018,Pennsylvania Electric Co,OH,13867194,586891
2017,Pennsylvania Electric Co,OH,13511137,586984
2016,Pennsylvania Electric Co,OH,13621435,587251
2015,Pennsylvania Electric Co,OH,13592363,587614
2014,Pennsylvania Electric Co,OH,13738603,588587
2013,Pennsylvania Electric Co,OH,13792181,589418
2012,Pennsylvania Electric Co,OH,13864963,589521
2011,Pennsylvania Electric Co,OH,14133623,589668
2010,Pennsylvania Electric Co,OH,14115794,589869
2009,Pennsylvania Electric Co,OH,13574793,589218
2008,Pennsylvania Electric Co,OH,14378604,589034
2007,Pennsylvania Electric Co,OH,14286471,588888
2006,Pennsylvania Electric Co,OH,14060450,588454
2005,Pennsylvania Electric Co,OH,14235773,587550
2004,Pennsylvania Electric Co,OH,13669740,585685
2003,Pennsylvania Electric Co,OH,13398014,584225
2002,Pennsylvania Electric Co,OH,13326856,583487
2001,Pennsylvania Electric Co,OH,12860041,580967
2000,Pennsylvania Electric Co,OH,13195866,579111
1999,Pennsylvania Electric Co,OH,13090993,577672
1998,Pennsylvania Electric Co,OH,12991771,575011
1997,Pennsylvania Electric Co,OH,12778517,572953
1996,Pennsylvania Electric Co,OH,12547542,571148
1995,Pennsylvania Electric Co,OH,12193248,568185
1994,Pennsylvania Electric Co,OH,12060221,564182
2019,Pennsylvania Power Co,PA,4664469,167058
2018,Pennsylvania Power Co,PA,4897635,166182
2017,Pennsylvania Power Co,PA,4633922,165130
2016,Pennsylvania Power Co,PA,4615081,164285
2015,Pennsylvania Power Co,PA,4526159,163171
2014,Pennsylvania Power Co,PA,4714488,162163
2013,Pennsylvania Power Co,PA,4567609,161415
2012,Pennsylvania Power Co,PA,4463787,160725
2011,Pennsylvania Power Co,PA,4585851,160250
2010,Pennsylvania Power Co,PA,4502095,159886
2009,Pennsylvania Power Co,PA,4236149,159558
2008,Pennsylvania Power Co,PA,4691492,159347
2007,Pennsylvania Power Co,PA,4736809,158989
2006,Pennsylvania Power Co,PA,4668336,158371
2005,Pennsylvania Power Co,PA,4666197,157662
2004,Pennsylvania Power Co,PA,4430509,156501
2003,Pennsylvania Power Co,PA,4258641,155449
2002,Pennsylvania Power Co,PA,4312570,154285
2001,Pennsylvania Power Co,PA,4156982,151269
2000,Pennsylvania Power Co,PA,3846751,134641
1999,Pennsylvania Power Co,PA,3823338,139148
1998,Pennsylvania Power Co,PA,3810486,146335
1997,Pennsylvania Power Co,PA,3916788,145434
1996,Pennsylvania Power Co,PA,3948795,143852
1995,Pennsylvania Power Co,PA,3697298,142205
1994,Pennsylvania Power Co,PA,3367585,140070
2007,Penoyer Valley Electric Coop,NV,1021,55
2006,Penoyer Valley Electric Coop,NV,952,62
2005,Penoyer Valley Electric Coop,NV,963,62
2004,Penoyer Valley Electric Coop,NV,1055,63
2002,Penoyer Valley Electric Coop,NV,1104,61
2001,Penoyer Valley Electric Coop,NV,995,53
2000,Penoyer Valley Electric Coop,NV,1122,54
1999,Penoyer Valley Electric Coop,NV,1200,53
1998,Penoyer Valley Electric Coop,NV,926,50
2005,Peoples Electric Coop,OK,387632,18584
2004,Peoples Electric Coop,OK,328916,18240
2003,Peoples Electric Coop,OK,333875,17898
2002,Peoples Electric Coop,OK,310329,13278
2001,Peoples Electric Coop,OK,301684,13101
2000,Peoples Electric Coop,OK,305423,12932
1999,Peoples Electric Coop,OK,275980,16693
1998,Peoples Electric Coop,OK,292121,16594
1996,Peoples Electric Coop,OK,252177,16710
1995,Peoples Electric Coop,OK,236136,16530
1994,Peoples Electric Coop,OK,236709,16385
2017,Perryville Energy Partners LLC,LA,0,0
2016,Perryville Energy Partners LLC,LA,0,0
2015,Perryville Energy Partners LLC,LA,0,0
2014,Perryville Energy Partners LLC,LA,0,0
2013,Perryville Energy Partners LLC,LA,0,0
2012,Perryville Energy Partners LLC,LA,0,0
2011,Perryville Energy Partners LLC,LA,0,0
2010,Perryville Energy Partners LLC,LA,0,0
2009,Perryville Energy Partners LLC,LA,0,0
2008,Perryville Energy Partners LLC,LA,0,0
2007,Perryville Energy Partners LLC,LA,0,0
2006,Perryville Energy Partners LLC,LA,0,0
2005,Perryville Energy Partners LLC,LA,0,0
2015,Pike County Light & Power Co,NY,76895,4700
2014,Pike County Light & Power Co,NY,74730,4681
2013,Pike County Light & Power Co,NY,74697,4664
2012,Pike County Light & Power Co,NY,75034,0
